nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,1,010000,Amazonas,010200,Bagua,94.4,236,250,56.809,5.6,14,0.0,0,1776537600678,140000,140100,140101,15,39681,30703,100,100,
provincia,1,010000,Amazonas,010400,Luya,96.226,153,159,61.044,3.774,6,0.0,0,1776537600678,140000,140100,140101,15,24450,17731,100,100,
provincia,1,010000,Amazonas,010500,Rodríguez De Mendoza,98.039,100,102,60.025,1.961,2,0.0,0,1776537600678,140000,140100,140101,15,15648,11214,100,100,
provincia,1,010000,Amazonas,010700,Utcubamba,91.15,309,339,62.054,8.85,30,0.0,0,1776537600678,140000,140100,140101,15,58447,45119,100,100,
provincia,1,010000,Amazonas,010600,Condorcanqui,92.529,161,174,39.654,7.471,13,0.0,0,1776537600678,140000,140100,140101,15,18760,13979,100,100,
provincia,1,010000,Amazonas,010300,Bongará,100.0,84,84,68.587,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,15214,11441,100,100,
provincia,1,020000,Áncash,020100,Huaraz,92.763,423,456,73.005,7.237,33,0.0,0,1776537600678,140000,140100,140101,15,94287,76546,100,100,
provincia,1,020000,Áncash,020200,Aija,100.0,26,26,67.721,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,4473,3414,100,100,
provincia,1,020000,Áncash,020400,Carhuaz,95.302,142,149,76.29,4.698,7,0.0,0,1776537600678,140000,140100,140101,15,31285,22378,100,100,
provincia,1,020000,Áncash,020300,Bolognesi,98.824,84,85,65.01,1.176,1,0.0,0,1776537600678,140000,140100,140101,15,13149,10210,100,100,
provincia,1,020000,Áncash,020500,Casma,86.713,124,143,69.197,13.287,19,0.0,0,1776537600678,140000,140100,140101,15,28451,21919,100,100,
provincia,1,020000,Áncash,020600,Corongo,96.296,26,27,60.016,3.704,1,0.0,0,1776537600678,140000,140100,140101,15,3799,2835,100,100,
provincia,1,020000,Áncash,020700,Huaylas,96.45,163,169,70.887,3.55,6,0.0,0,1776537600678,140000,140100,140101,15,33310,23103,100,100,
provincia,1,020000,Áncash,020900,Mariscal Luzuriaga,97.183,69,71,56.743,2.817,2,0.0,0,1776537600678,140000,140100,140101,15,10523,7407,100,100,
provincia,1,020000,Áncash,020800,Huari,89.394,295,330,45.264,10.606,35,0.0,0,1776537600678,140000,140100,140101,15,41143,33121,100,100,
provincia,1,020000,Áncash,021000,Pallasca,90.789,69,76,53.607,9.211,7,0.0,0,1776537600678,140000,140100,140101,15,10241,7162,100,100,
provincia,1,020000,Áncash,021100,Pomabamba,91.139,72,79,55.838,8.861,7,0.0,0,1776537600678,140000,140100,140101,15,11483,7736,100,100,
provincia,1,020000,Áncash,021200,Recuay,100.0,67,67,69.999,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,11965,9769,100,100,
provincia,1,020000,Áncash,021300,Santa,92.379,1188,1286,71.091,7.621,98,0.0,0,1776537600678,140000,140100,140101,15,268271,217299,100,100,
provincia,1,020000,Áncash,021400,Sihuas,91.011,81,89,54.174,8.989,8,0.0,0,1776537600678,140000,140100,140101,15,12733,8773,100,100,
provincia,1,020000,Áncash,021500,Yungay,96.45,163,169,70.261,3.55,6,0.0,0,1776537600678,140000,140100,140101,15,32958,22936,100,100,
provincia,1,020000,Áncash,021700,Carlos Fermín Fitzcarrald,87.719,50,57,53.227,12.281,7,0.0,0,1776537600678,140000,140100,140101,15,7843,5342,100,100,
provincia,1,020000,Áncash,021600,Antonio Raimondi,84.783,39,46,41.969,15.217,7,0.0,0,1776537600678,140000,140100,140101,15,4941,3601,100,100,
provincia,1,020000,Áncash,021900,Huarmey,92.553,87,94,68.857,7.447,7,0.0,0,1776537600678,140000,140100,140101,15,18267,14762,100,100,
provincia,1,020000,Áncash,021800,Asunción,78.261,18,23,52.2,21.739,5,0.0,0,1776537600678,140000,140100,140101,15,3180,2242,100,100,
provincia,1,020000,Áncash,022000,Ocros,96.667,29,30,56.334,3.333,1,0.0,0,1776537600678,140000,140100,140101,15,3860,2956,100,100,
provincia,1,030000,Apurímac,030100,Abancay,98.722,309,313,74.119,1.278,4,0.0,0,1776537600678,140000,140100,140101,15,66136,54390,100,100,
provincia,1,030000,Apurímac,030200,Aymaraes,99.01,100,101,66.529,0.99,1,0.0,0,1776537600678,140000,140100,140101,15,17273,13236,100,100,
provincia,1,030000,Apurímac,030300,Andahuaylas,94.714,430,454,69.807,5.286,24,0.0,0,1776537600678,140000,140100,140101,15,88448,70699,100,100,
provincia,1,030000,Apurímac,030500,Cotabambas,97.024,163,168,62.751,2.976,5,0.0,0,1776537600678,140000,140100,140101,15,28479,20266,100,100,
provincia,1,030000,Apurímac,030400,Antabamba,97.674,42,43,59.621,2.326,1,0.0,0,1776537600678,140000,140100,140101,15,6736,5115,100,100,
provincia,1,030000,Apurímac,030700,Chincheros,95.484,148,155,65.545,4.516,7,0.0,0,1776537600678,140000,140100,140101,15,27144,21176,100,100,
provincia,1,030000,Apurímac,030600,Grau,93.976,78,83,56.554,6.024,5,0.0,0,1776537600678,140000,140100,140101,15,12072,9145,100,100,
provincia,1,040000,Arequipa,040100,Arequipa,98.297,3175,3230,81.687,1.703,55,0.0,0,1776537600678,140000,140100,140101,15,777136,698836,100,100,
provincia,1,040000,Arequipa,040200,Caylloma,96.656,289,299,74.464,3.344,10,0.0,0,1776537600678,140000,140100,140101,15,62953,53208,100,100,
provincia,1,040000,Arequipa,040300,Camaná,96.154,175,182,73.719,3.846,7,0.0,0,1776537600678,140000,140100,140101,15,38817,32625,100,100,
provincia,1,040000,Arequipa,040500,Castilla,99.057,105,106,66.849,0.943,1,0.0,0,1776537600678,140000,140100,140101,15,18812,15174,100,100,
provincia,1,040000,Arequipa,040600,Condesuyos,92.727,51,55,56.86,7.273,4,0.0,0,1776537600678,140000,140100,140101,15,8384,6572,100,100,
provincia,1,040000,Arequipa,040400,Caravelí,100.0,116,116,72.75,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,23024,18900,100,100,
provincia,1,040000,Arequipa,040700,Islay,93.82,167,178,73.487,6.18,11,0.0,0,1776537600678,140000,140100,140101,15,37779,32335,100,100,
provincia,1,040000,Arequipa,040800,La Unión,100.0,49,49,55.579,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,6685,4657,100,100,
provincia,1,050000,Ayacucho,050100,Huamanga,94.917,747,787,73.311,5.083,40,0.0,0,1776537600678,140000,140100,140101,15,165639,138471,100,100,
provincia,1,050000,Ayacucho,050200,Cangallo,96.429,108,112,61.435,3.571,4,0.0,0,1776537600678,140000,140100,140101,15,18076,13786,100,100,
provincia,1,050000,Ayacucho,050300,Huanta,95.018,267,281,61.953,4.982,14,0.0,0,1776537600678,140000,140100,140101,15,48436,37985,100,100,
provincia,1,050000,Ayacucho,050400,La Mar,93.86,214,228,57.742,6.14,14,0.0,0,1776537600678,140000,140100,140101,15,35702,26650,100,100,
provincia,1,050000,Ayacucho,050500,Lucanas,95.57,151,158,58.281,4.43,7,0.0,0,1776537600678,140000,140100,140101,15,23331,17972,100,100,
provincia,1,050000,Ayacucho,050600,Parinacochas,93.506,72,77,54.393,6.494,5,0.0,0,1776537600678,140000,140100,140101,15,11045,8358,100,100,
provincia,1,050000,Ayacucho,050700,Víctor Fajardo,100.0,80,80,54.286,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,11096,8371,100,100,
provincia,1,050000,Ayacucho,050800,Huanca Sancos,100.0,34,34,58.89,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,4965,3886,100,100,
provincia,1,050000,Ayacucho,050900,Vilcas Huamán,94.444,68,72,57.338,5.556,4,0.0,0,1776537600678,140000,140100,140101,15,10709,7703,100,100,
provincia,1,050000,Ayacucho,051000,Páucar Del Sara Sara,97.059,33,34,59.514,2.941,1,0.0,0,1776537600678,140000,140100,140101,15,4776,3769,100,100,
provincia,1,060000,Cajamarca,060100,Cajamarca,94.711,967,1021,74.02,5.289,54,0.0,0,1776537600678,140000,140100,140101,15,219672,177195,100,100,
provincia,1,050000,Ayacucho,051100,Sucre,91.892,34,37,52.368,8.108,3,0.0,0,1776537600678,140000,140100,140101,15,4688,3458,100,100,
provincia,1,060000,Cajamarca,060300,Celendín,90.0,243,270,53.097,10.0,27,0.0,0,1776537600678,140000,140100,140101,15,38548,29573,100,100,
provincia,1,060000,Cajamarca,060200,Cajabamba,97.273,214,220,62.017,2.727,6,0.0,0,1776537600678,140000,140100,140101,15,39163,26694,100,100,
provincia,1,060000,Cajamarca,060400,Contumaza,95.122,78,82,64.039,4.878,4,0.0,0,1776537600678,140000,140100,140101,15,14519,11188,100,100,
provincia,1,060000,Cajamarca,060500,Cutervo,96.85,369,381,58.742,3.15,12,0.0,0,1776537600678,140000,140100,140101,15,63407,48678,100,100,
provincia,1,060000,Cajamarca,060600,Chota,95.914,446,465,62.489,3.871,18,0.215,1,1776537600678,140000,140100,140101,15,82466,66024,100,100,
provincia,1,060000,Cajamarca,060800,Jaén,92.916,564,607,65.02,7.084,43,0.0,0,1776537600678,140000,140100,140101,15,112309,90266,100,100,
provincia,1,060000,Cajamarca,060900,Santa Cruz,91.27,115,126,53.739,8.73,11,0.0,0,1776537600678,140000,140100,140101,15,18332,14444,100,100,
provincia,1,060000,Cajamarca,060700,Hualgayoc,94.697,250,264,65.725,5.303,14,0.0,0,1776537600678,140000,140100,140101,15,50038,38096,100,100,
provincia,1,060000,Cajamarca,061000,San Miguel,95.625,153,160,63.988,4.375,7,0.0,0,1776537600678,140000,140100,140101,15,27133,20906,100,100,
provincia,1,060000,Cajamarca,061100,San Ignacio,92.892,379,408,61.95,7.108,29,0.0,0,1776537600678,140000,140100,140101,15,71452,55752,100,100,
provincia,1,060000,Cajamarca,061200,San Marcos,91.358,148,162,61.413,8.642,14,0.0,0,1776537600678,140000,140100,140101,15,26200,19400,100,100,
provincia,1,060000,Cajamarca,061300,San Pablo,100.0,74,74,68.691,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,13938,11154,100,100,
provincia,1,070000,Cusco,070100,Cusco,96.902,1220,1259,77.73,3.018,38,0.08,1,1776537600678,140000,140100,140101,15,287656,251407,100,100,
provincia,1,070000,Cusco,070200,Acomayo,93.75,75,80,67.448,6.25,5,0.0,0,1776537600678,140000,140100,140101,15,14417,11462,100,100,
provincia,1,070000,Cusco,070300,Anta,94.33,183,194,73.305,5.155,10,0.515,1,1776537600678,140000,140100,140101,15,40213,30670,100,100,
provincia,1,070000,Cusco,070400,Calca,99.061,211,213,73.545,0.939,2,0.0,0,1776537600678,140000,140100,140101,15,43676,33958,100,100,
provincia,1,070000,Cusco,070500,Canas,98.305,116,118,69.078,1.695,2,0.0,0,1776537600678,140000,140100,140101,15,21665,17791,100,100,
provincia,1,070000,Cusco,070600,Canchis,97.931,284,290,74.582,2.069,6,0.0,0,1776537600678,140000,140100,140101,15,62256,52819,100,100,
provincia,1,070000,Cusco,070700,Chumbivilcas,99.576,235,236,66.875,0.424,1,0.0,0,1776537600678,140000,140100,140101,15,43455,33382,100,100,
provincia,1,070000,Cusco,070900,La Convención,88.449,559,632,54.703,6.171,39,5.38,34,1776537600678,140000,140100,140101,15,97629,77810,100,100,
provincia,1,070000,Cusco,070800,Espinar,97.235,211,217,73.594,2.765,6,0.0,0,1776537600678,140000,140100,140101,15,45082,37424,100,100,
provincia,1,070000,Cusco,071000,Paruro,97.143,102,105,65.456,2.857,3,0.0,0,1776537600678,140000,140100,140101,15,18325,13349,100,100,
provincia,1,070000,Cusco,071100,Paucartambo,94.406,135,143,70.69,5.594,8,0.0,0,1776537600678,140000,140100,140101,15,28172,21626,100,100,
provincia,1,070000,Cusco,071200,Quispicanchi,95.307,264,277,72.2,4.693,13,0.0,0,1776537600678,140000,140100,140101,15,56331,45408,100,100,
provincia,1,070000,Cusco,071300,Urubamba,96.347,211,219,75.024,3.653,8,0.0,0,1776537600678,140000,140100,140101,15,47001,37866,100,100,
provincia,1,080000,Huancavelica,080200,Acobamba,93.706,134,143,56.905,6.294,9,0.0,0,1776537600678,140000,140100,140101,15,21485,17198,100,100,
provincia,1,080000,Huancavelica,080100,Huancavelica,95.573,367,384,65.637,4.167,16,0.26,1,1776537600678,140000,140100,140101,15,69108,57103,100,100,
provincia,1,080000,Huancavelica,080300,Angaraes,94.41,152,161,61.783,5.59,9,0.0,0,1776537600678,140000,140100,140101,15,26531,20478,100,100,
provincia,1,080000,Huancavelica,080400,Castrovirreyna,97.101,67,69,57.185,2.899,2,0.0,0,1776537600678,140000,140100,140101,15,9702,7726,100,100,
provincia,1,080000,Huancavelica,080500,Tayacaja,95.82,298,311,61.949,4.18,13,0.0,0,1776537600678,140000,140100,140101,15,51785,40324,100,100,
provincia,1,080000,Huancavelica,080600,Huaytara,96.429,81,84,53.324,3.571,3,0.0,0,1776537600678,140000,140100,140101,15,11629,8987,100,100,
provincia,1,080000,Huancavelica,080700,Churcampa,91.736,111,121,54.526,8.264,10,0.0,0,1776537600678,140000,140100,140101,15,16955,12916,100,100,
provincia,1,090000,Huánuco,090100,Huánuco,93.939,806,858,69.756,6.061,52,0.0,0,1776537600678,140000,140100,140101,15,171915,140488,100,100,
provincia,1,090000,Huánuco,090200,Ambo,90.23,157,174,63.533,9.77,17,0.0,0,1776537600678,140000,140100,140101,15,30999,23631,100,100,
provincia,1,090000,Huánuco,090300,Dos De Mayo,92.5,111,120,52.571,7.5,9,0.0,0,1776537600678,140000,140100,140101,15,16869,12809,100,100,
provincia,1,090000,Huánuco,090500,Marañón,91.489,86,94,54.57,8.511,8,0.0,0,1776537600678,140000,140100,140101,15,13153,9201,100,100,
provincia,1,090000,Huánuco,090600,Leoncio Prado,89.717,349,389,64.132,10.283,40,0.0,0,1776537600678,140000,140100,140101,15,71995,55785,100,100,
provincia,1,090000,Huánuco,090400,Huamalies,93.642,162,173,55.323,6.358,11,0.0,0,1776537600678,140000,140100,140101,15,26254,19354,100,100,
provincia,1,090000,Huánuco,090700,Pachitea,89.759,149,166,56.508,10.241,17,0.0,0,1776537600678,140000,140100,140101,15,26135,19708,100,100,
provincia,1,090000,Huánuco,090800,Puerto Inca,89.916,107,119,54.749,10.084,12,0.0,0,1776537600678,140000,140100,140101,15,18152,12178,100,100,
provincia,1,090000,Huánuco,091000,Lauricocha,81.818,63,77,39.965,18.182,14,0.0,0,1776537600678,140000,140100,140101,15,8443,6783,100,100,
provincia,1,090000,Huánuco,091100,Yarowilca,86.207,100,116,42.592,13.793,16,0.0,0,1776537600678,140000,140100,140101,15,13243,10529,100,100,
provincia,1,090000,Huánuco,090900,Huacaybamba,85.455,47,55,42.337,14.545,8,0.0,0,1776537600678,140000,140100,140101,15,5818,3850,100,100,
provincia,1,100000,Ica,100100,Ica,91.957,1029,1119,74.883,8.043,90,0.0,0,1776537600678,140000,140100,140101,15,245447,208316,100,100,
provincia,1,100000,Ica,100200,Chincha,91.798,582,634,76.358,8.202,52,0.0,0,1776537600678,140000,140100,140101,15,142064,115280,100,100,
provincia,1,100000,Ica,100300,Nasca,86.239,188,218,67.297,13.761,30,0.0,0,1776537600678,140000,140100,140101,15,42416,34840,100,100,
provincia,1,100000,Ica,100400,Pisco,88.263,376,426,72.488,11.737,50,0.0,0,1776537600678,140000,140100,140101,15,90111,72946,100,100,
provincia,1,100000,Ica,100500,Palpa,82.609,38,46,64.95,17.391,8,0.0,0,1776537600678,140000,140100,140101,15,8335,6690,100,100,
provincia,1,110000,Junín,110100,Huancayo,96.411,1531,1588,74.98,3.589,57,0.0,0,1776537600678,140000,140100,140101,15,348769,299555,100,100,
provincia,1,110000,Junín,110200,Concepción,93.085,175,188,65.632,6.915,13,0.0,0,1776537600678,140000,140100,140101,15,34178,26562,100,100,
provincia,1,110000,Junín,110300,Jauja,97.761,262,268,73.089,2.239,6,0.0,0,1776537600678,140000,140100,140101,15,53819,43515,100,100,
provincia,1,110000,Junín,110500,Tarma,98.473,258,262,74.877,1.527,4,0.0,0,1776537600678,140000,140100,140101,15,56720,43147,100,100,
provincia,1,110000,Junín,110400,Junín,100.0,64,64,68.927,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,12728,9860,100,100,
provincia,1,110000,Junín,110600,Yauli,98.095,103,105,70.166,1.905,2,0.0,0,1776537600678,140000,140100,140101,15,21106,17541,100,100,
provincia,1,110000,Junín,110700,Satipo,90.092,491,545,59.555,9.908,54,0.0,0,1776537600678,140000,140100,140101,15,92210,67155,100,100,
provincia,1,110000,Junín,110900,Chupaca,95.263,181,190,72.753,4.737,9,0.0,0,1776537600678,140000,140100,140101,15,39743,32136,100,100,
provincia,1,110000,Junín,110800,Chanchamayo,94.595,455,481,65.48,5.405,26,0.0,0,1776537600678,140000,140100,140101,15,90288,68494,100,100,
provincia,1,120000,La Libertad,120100,Trujillo,93.331,2659,2849,73.259,6.669,190,0.0,0,1776537600678,140000,140100,140101,15,620647,529707,100,100,
provincia,1,120000,La Libertad,120200,Bolívar,93.75,45,48,43.494,6.25,3,0.0,0,1776537600678,140000,140100,140101,15,5592,3705,100,100,
provincia,1,120000,La Libertad,120300,Sánchez Carrión,96.028,411,428,63.94,3.972,17,0.0,0,1776537600678,140000,140100,140101,15,78842,54042,100,100,
provincia,1,120000,La Libertad,120400,Otuzco,91.635,241,263,62.58,8.365,22,0.0,0,1776537600678,140000,140100,140101,15,46297,31831,100,100,
provincia,1,120000,La Libertad,120500,Pacasmayo,90.753,265,292,70.297,9.247,27,0.0,0,1776537600678,140000,140100,140101,15,60099,46600,100,100,
provincia,1,120000,La Libertad,120600,Pataz,87.444,195,223,51.078,12.556,28,0.0,0,1776537600678,140000,140100,140101,15,31687,20625,100,100,
provincia,1,120000,La Libertad,120700,Santiago De Chuco,96.129,149,155,62.158,3.871,6,0.0,0,1776537600678,140000,140100,140101,15,26968,18911,100,100,
provincia,1,120000,La Libertad,120800,Ascope,93.314,321,344,73.471,6.686,23,0.0,0,1776537600678,140000,140100,140101,15,73195,57288,100,100,
provincia,1,120000,La Libertad,120900,Chepén,92.917,223,240,71.547,7.083,17,0.0,0,1776537600678,140000,140100,140101,15,50653,39585,100,100,
provincia,1,120000,La Libertad,121000,Julcán,90.426,85,94,57.631,9.574,9,0.0,0,1776537600678,140000,140100,140101,15,15252,10494,100,100,
provincia,1,120000,La Libertad,121100,Gran Chimú,97.59,81,83,64.041,2.41,2,0.0,0,1776537600678,140000,140100,140101,15,15161,10431,100,100,
provincia,1,120000,La Libertad,121200,Virú,84.099,238,283,67.134,15.901,45,0.0,0,1776537600678,140000,140100,140101,15,56310,42725,100,100,
provincia,1,130000,Lambayeque,130100,Chiclayo,95.901,2293,2391,74.824,4.099,98,0.0,0,1776537600678,140000,140100,140101,15,527666,441872,100,100,
provincia,1,130000,Lambayeque,130200,Ferreñafe,93.115,284,305,66.162,6.885,21,0.0,0,1776537600678,140000,140100,140101,15,57779,44946,100,100,
provincia,1,130000,Lambayeque,130300,Lambayeque,94.407,844,894,75.146,5.593,50,0.0,0,1776537600678,140000,140100,140101,15,194489,151001,100,100,
provincia,1,140000,Lima,140100,Lima,95.301,25129,26368,76.272,4.157,1096,0.542,143,1776537600678,140000,140100,140101,15,5966387,5305382,100,100,
provincia,1,140000,Lima,140200,Cajatambo,100.0,24,24,56.708,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,3428,2518,100,100,
provincia,1,140000,Lima,140300,Canta,87.234,41,47,67.665,12.766,6,0.0,0,1776537600678,140000,140100,140101,15,8676,6817,100,100,
provincia,1,140000,Lima,140500,Huaura,95.573,626,655,74.827,4.427,29,0.0,0,1776537600678,140000,140100,140101,15,143893,118965,100,100,
provincia,1,140000,Lima,140400,Cañete,91.467,611,668,76.193,8.533,57,0.0,0,1776537600678,140000,140100,140101,15,148506,123079,100,100,
provincia,1,140000,Lima,140600,Huarochirí,91.813,314,342,68.511,8.187,28,0.0,0,1776537600678,140000,140100,140101,15,65903,54887,100,100,
provincia,1,140000,Lima,140700,Yauyos,98.246,112,114,56.86,1.754,2,0.0,0,1776537600678,140000,140100,140101,15,15698,12531,100,100,
provincia,1,140000,Lima,140800,Huaral,95.893,537,560,76.706,4.107,23,0.0,0,1776537600678,140000,140100,140101,15,124863,101570,100,100,
provincia,1,140000,Lima,140900,Barranca,95.455,399,418,73.755,4.545,19,0.0,0,1776537600678,140000,140100,140101,15,90457,72953,100,100,
provincia,1,140000,Lima,141000,Oyón,94.118,48,51,66.117,5.882,3,0.0,0,1776537600678,140000,140100,140101,15,8707,6680,100,100,
provincia,1,150000,Loreto,150100,Maynas,84.069,1124,1337,54.138,15.931,213,0.0,0,1776537600678,140000,140100,140101,15,212775,169933,100,100,
provincia,1,150000,Loreto,150200,Alto Amazonas,85.083,308,362,53.563,10.773,39,4.144,15,1776537600678,140000,140100,140101,15,56465,41131,100,100,
provincia,1,150000,Loreto,150300,Loreto,85.859,170,198,44.187,14.141,28,0.0,0,1776537600678,140000,140100,140101,15,25067,18379,100,100,
provincia,1,150000,Loreto,150400,Requena,82.199,157,191,42.475,17.801,34,0.0,0,1776537600678,140000,140100,140101,15,22944,18165,100,100,
provincia,1,150000,Loreto,150500,Ucayali,85.87,158,184,41.521,14.13,26,0.0,0,1776537600678,140000,140100,140101,15,21264,15011,100,100,
provincia,1,150000,Loreto,150600,Mariscal Ramón Castilla,81.633,160,196,41.322,18.367,36,0.0,0,1776537600678,140000,140100,140101,15,22962,11960,100,100,
provincia,1,150000,Loreto,150700,Datem Del Marañón,88.442,176,199,38.855,11.055,22,0.503,1,1776537600678,140000,140100,140101,15,20267,14191,100,100,
provincia,1,150000,Loreto,150900,Putumayo,90.0,27,30,30.289,10.0,3,0.0,0,1776537600678,140000,140100,140101,15,2361,1817,100,100,
provincia,1,160000,Madre De Dios,160100,Tambopata,88.308,355,402,64.582,11.692,47,0.0,0,1776537600678,140000,140100,140101,15,75933,59695,100,100,
provincia,1,160000,Madre De Dios,160200,Manú,91.176,62,68,53.497,8.824,6,0.0,0,1776537600678,140000,140100,140101,15,10417,7890,100,100,
provincia,1,160000,Madre De Dios,160300,Tahuamanú,97.297,36,37,64.191,2.703,1,0.0,0,1776537600678,140000,140100,140101,15,6758,4788,100,100,
provincia,1,170000,Moquegua,170100,Mariscal Nieto,97.173,275,283,78.871,2.827,8,0.0,0,1776537600678,140000,140100,140101,15,63836,56104,100,100,
provincia,1,180000,Pasco,180100,Pasco,93.386,353,378,63.932,6.614,25,0.0,0,1776537600678,140000,140100,140101,15,68641,56943,100,100,
provincia,1,170000,Moquegua,170300,Ilo,93.133,217,233,75.108,6.867,16,0.0,0,1776537600678,140000,140100,140101,15,51132,44379,100,100,
provincia,1,180000,Pasco,180200,Daniel Alcides Carrión,97.196,104,107,59.134,2.804,3,0.0,0,1776537600678,140000,140100,140101,15,17075,13941,100,100,
