codigoMesa,sanchez,aliaga
087388,2,30
087398,0,0
087403,0,0
087417,3,26
087422,7,48
087428,2,45
087433,5,34
087437,1,41
087443,1,34
087447,2,35
087450,6,22
087455,9,92
087456,5,17
087457,4,34
087460,1,26
087466,2,48
087468,8,41
087470,3,46
087471,4,42
087474,1,31
087475,2,31
087477,6,40
087479,3,25
087480,1,37
087482,7,44
087487,3,27
087488,1,44
087489,4,0
087500,5,31
087506,2,56
087507,1,42
087508,1,34
087509,5,28
087514,0,33
087517,5,45
087518,8,33
087527,4,41
087532,6,31
087539,1,36
087541,7,37
087546,4,29
087550,2,44
087555,4,40
087562,0,40
087564,2,43
087573,2,27
087577,4,26
087579,7,33
087580,3,48
087591,4,35
087594,3,29
087597,7,0
087603,2,34
087606,2,32
087611,2,36
087613,4,35
087616,5,26
087617,2,30
087619,1,46
087625,3,38
087626,4,32
087631,3,37
087639,3,27
087647,3,27
087653,2,17
087656,3,23
087667,0,39
087675,2,15
087677,1,12
087678,1,14
087679,3,26
087680,1,14
087681,4,4
087682,2,15
087683,1,13
087684,3,15
087685,2,18
087689,3,14
087698,0,24
087702,2,20
087706,3,46
087716,6,29
087718,4,50
087724,2,41
087730,0,34
087731,0,54
087738,1,42
087751,6,29
087756,4,34
087759,9,0
087769,6,34
087786,6,31
087787,8,23
087788,4,25
087789,6,25
087790,3,31
087792,0,29
087804,10,35
087810,5,24
087812,5,26
087813,5,32
087816,5,26
087817,6,72
087819,10,32
087825,3,29
087829,4,37
087834,7,0
087842,7,31
087846,4,33
087848,6,33
087849,5,45
087860,8,30
087868,7,24
087874,4,17
087883,2,27
087893,4,36
087897,7,29
087913,5,31
087915,3,46
087937,9,32
087940,4,35
087944,4,41
087946,4,7
087951,5,3
087958,7,25
087959,2,36
087961,6,38
087967,5,38
087968,0,34
087970,6,43
087979,10,38
087984,12,44
087997,5,22
088012,3,38
088015,3,34
088020,1,42
088021,2,30
088022,3,39
088027,2,49
088040,0,6
088043,3,5
088054,0,60
900017,62,1
900023,57,0
900047,97,0
900087,100,2
900110,64,1
900111,58,4
900124,68,0
900126,51,0
900135,109,5
900138,77,0
900145,67,2
900147,49,3
900171,7,4
900200,25,0
900227,8,12
900240,73,0
900249,39,1
900273,29,12
900291,38,0
900302,58,1
900313,78,1
900315,93,0
900343,39,2
900375,29,5
900407,83,1
900424,55,2
900430,29,2
900435,42,0
900452,8,4
900471,35,0
900481,23,4
900547,0,1
900549,87,0
900555,64,0
900559,47,1
900566,40,0
900621,22,5
900639,36,14
900696,136,1
900727,3,0
900755,83,1
900767,45,1
900866,93,3
900873,42,3
900936,100,5
900952,119,1
900953,126,0
900988,35,2
901034,11,0
901054,61,5
901074,25,1
901137,76,3
901181,47,3
901184,24,0
901185,41,1
901189,66,0
901195,68,0
901200,41,0
901212,94,3
901214,133,0
901225,88,3
901233,84,0
901250,63,3
901260,105,0
901269,41,1
901277,34,1
901286,62,0
901288,78,2
901293,97,0
901297,101,0
901357,15,1
901363,116,3
901376,126,0
901380,1,3
901394,93,1
901411,86,0
901439,56,0
901441,67,2
901454,99,0
901498,76,4
901510,68,0
901516,3,1
901525,140,2
901528,158,0
901569,99,0
901572,103,5
901573,131,0
901574,125,2
901593,68,1
901603,119,2
901608,113,3
901657,11,0
901658,71,3
901667,55,2
901830,49,9
901848,55,1
901856,53,1
901861,72,1
901884,22,1
901978,125,0
902001,79,1
902005,63,1
902018,76,2
902079,12,0
902117,66,2
902177,96,1
902190,50,3
902204,62,2
902257,32,1
902271,87,2
902275,122,1
902286,161,1
902314,115,2
902344,77,1
902389,115,0
902390,95,1
902410,41,0
902413,56,2
902446,48,5
902447,55,1
902457,72,6
902465,64,0
902478,163,2
902511,6,0
902524,32,4
902541,60,6
902546,15,2
902557,39,5
902561,43,6
902583,40,3
902586,36,5
902659,37,6
902686,14,1
902692,41,2
902698,38,0
902707,78,3
902709,60,1
902725,93,0
902728,88,5
902746,28,6
902748,26,6
902749,11,2
902760,15,9
902769,51,0
902772,51,1
902775,3,0
902786,36,2
902803,64,0
902814,27,0
902823,86,0
902838,48,3
902854,61,0
902885,35,0
902911,60,2
902929,13,0
902932,57,0
902933,64,1
902948,48,2
902988,20,1
903014,23,5
903020,35,4
903021,66,4
903024,15,2
903025,32,7
903037,20,3
903058,41,3
903066,73,0
903122,22,11
903129,19,12
903131,24,11
903132,13,18
903135,22,8
903216,14,17
903231,22,22
903253,15,32
903313,74,0
903315,38,3
903317,15,4
903323,35,2
903329,44,0
903332,46,1
903341,2,5
903346,73,3
903354,40,0
903362,57,0
903368,22,9
903376,29,0
903401,105,2
903407,42,5
903434,54,0
903457,5,6
903478,8,1
903481,4,17
903485,6,24
903486,3,30
903496,1,17
903536,11,6
903538,0,4
903540,6,13
903542,8,8
903546,2,0
903565,6,2
903570,7,16
903575,11,0
903582,22,3
903589,30,0
903596,77,0
903611,15,7
903653,64,0
903657,64,1
903677,35,8
903680,38,4
903685,35,6
903707,104,6
903740,9,1
903758,4,5
903783,11,1
903788,10,5
903796,23,1
903807,24,4
903838,76,1
903844,76,4
903847,89,1
903849,77,2
903900,118,2
903907,110,3
903914,83,0
903960,2,2
903966,7,7
904006,52,1
904011,46,0
904017,28,3
904026,88,0
904033,110,0
904034,86,7
904038,87,3
904040,101,1
904042,0,2
904054,56,0
904062,53,3
904167,85,1
904170,80,0
904205,45,0
904244,75,1
904262,41,0
904267,24,1
904278,61,3
904374,79,7
904376,84,4
904382,85,3
904407,3,6
904444,99,3
904447,60,0
904449,127,2
904457,47,2
904474,83,1
904500,60,4
904548,8,3
904551,21,5
904556,19,34
904631,7,3
904636,6,2
904643,3,1
904645,0,0
904650,25,2
904653,21,8
904666,35,4
904701,2,1
