id_ambito_geografico,ubigeo_distrito,nombre_distrito,ubigeo_provincia,nombre_provincia,ubigeo_departamento,nombre_departamento
1,040213,Madrigal,040200,Caylloma,040000,Arequipa
1,040220,Majes,040200,Caylloma,040000,Arequipa
1,040214,San Antonio De Chuca,040200,Caylloma,040000,Arequipa
1,040215,Sibayo,040200,Caylloma,040000,Arequipa
1,040216,Tapay,040200,Caylloma,040000,Arequipa
1,040217,Tisco,040200,Caylloma,040000,Arequipa
1,040218,Tuti,040200,Caylloma,040000,Arequipa
1,040219,Yanque,040200,Caylloma,040000,Arequipa
1,040602,Andaray,040600,Condesuyos,040000,Arequipa
1,040603,Cayarani,040600,Condesuyos,040000,Arequipa
1,040604,Chichas,040600,Condesuyos,040000,Arequipa
1,040601,Chuquibamba,040600,Condesuyos,040000,Arequipa
1,040605,Iray,040600,Condesuyos,040000,Arequipa
1,040608,Río Grande,040600,Condesuyos,040000,Arequipa
1,040606,Salamanca,040600,Condesuyos,040000,Arequipa
1,040607,Yanaquihua,040600,Condesuyos,040000,Arequipa
1,040702,Cocachacra,040700,Islay,040000,Arequipa
1,040703,Deán Valdivia,040700,Islay,040000,Arequipa
1,040704,Islay,040700,Islay,040000,Arequipa
1,040705,Mejía,040700,Islay,040000,Arequipa
1,040701,Mollendo,040700,Islay,040000,Arequipa
1,040706,Punta De Bombón,040700,Islay,040000,Arequipa
1,040802,Alca,040800,La Unión,040000,Arequipa
1,040803,Charcana,040800,La Unión,040000,Arequipa
1,040801,Cotahuasi,040800,La Unión,040000,Arequipa
1,040804,Huaynacotas,040800,La Unión,040000,Arequipa
1,040805,Pampamarca,040800,La Unión,040000,Arequipa
1,040806,Puyca,040800,La Unión,040000,Arequipa
1,040807,Quechualla,040800,La Unión,040000,Arequipa
1,040808,Sayla,040800,La Unión,040000,Arequipa
1,040809,Tauria,040800,La Unión,040000,Arequipa
1,040810,Tomepampa,040800,La Unión,040000,Arequipa
1,040811,Toro,040800,La Unión,040000,Arequipa
1,050201,Cangallo,050200,Cangallo,050000,Ayacucho
1,050204,Chuschi,050200,Cangallo,050000,Ayacucho
1,050206,Los Morochucos,050200,Cangallo,050000,Ayacucho
1,050211,María Parado De Bellido,050200,Cangallo,050000,Ayacucho
1,050207,Paras,050200,Cangallo,050000,Ayacucho
1,050208,Totos,050200,Cangallo,050000,Ayacucho
1,050111,Acocro,050100,Huamanga,050000,Ayacucho
1,050102,Acos Vinchos,050100,Huamanga,050000,Ayacucho
1,050116,Andrés Avelino Cáceres Dorregaray,050100,Huamanga,050000,Ayacucho
1,050101,Ayacucho,050100,Huamanga,050000,Ayacucho
1,050103,Carmen Alto,050100,Huamanga,050000,Ayacucho
1,050104,Chiara,050100,Huamanga,050000,Ayacucho
1,050115,Jesús Nazareno,050100,Huamanga,050000,Ayacucho
1,050113,Ocros,050100,Huamanga,050000,Ayacucho
1,050114,Pacaycasa,050100,Huamanga,050000,Ayacucho
1,050105,Quinua,050100,Huamanga,050000,Ayacucho
1,050106,San José De Ticllas,050100,Huamanga,050000,Ayacucho
1,050107,San Juan Bautista,050100,Huamanga,050000,Ayacucho
